,type,features,nom,id,essonne,cpts,cpts_code,indicateur_1,indicateur_2,indicateur_3,indicateur_4
31228,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.3663736281865297, 48.51028212069763], [2.3627954299057, 48.52508853411741], [2.3722430731532813, 48.53686056354045], [2.3744439389743723, 48.5454092767546], [2.404570931636072, 48.53149435432243], [2.413354175225756, 48.52488100617979], [2.4123207242371283, 48.508332170101504], [2.4062238499485105, 48.503938740264324], [2.3663736281865297, 48.51028212069763]]]}, 'properties': {'code': '91045', 'nom': 'Ballancourt-sur-Essonne'}}",Ballancourt-sur-Essonne,91045,True,Val d Essonne et des 2 Vallées,9,0,0,8,7
31229,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4753847013830987, 48.727598744982615], [2.465470289022864, 48.71197628643998], [2.451155180143074, 48.714879500634666], [2.454958593986807, 48.72227693309909], [2.4729785866913354, 48.72757015586588], [2.4753847013830987, 48.727598744982615]]]}, 'properties': {'code': '91191', 'nom': 'Crosne'}}",Crosne,91191,True,Val d Yerres,11,4,7,7,0
31230,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.117932133813971, 48.63781657732498], [2.11968406202115, 48.62887900770344], [2.1002689271435906, 48.61363928697105], [2.0779102195230963, 48.59906603782046], [2.05954009548557, 48.59789680313954], [2.054815014596516, 48.6079616819198], [2.0602445240702307, 48.6175941143781], [2.042622551407064, 48.626368481915605], [2.0909697318655054, 48.63196470671113], [2.099879604542624, 48.641018876659956], [2.117932133813971, 48.63781657732498]]]}, 'properties': {'code': '91249', 'nom': 'Forges-les-Bains'}}",Forges-les-Bains,91249,True,Sud Hurepoix,8,3,6,8,4
31231,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.263504914735424, 48.56210909794976], [2.2591868941062705, 48.57323711062458], [2.28164512415866, 48.57251122478779], [2.282745477004074, 48.559464937277035], [2.263504914735424, 48.56210909794976]]]}, 'properties': {'code': '91292', 'nom': 'Guibeville'}}",Guibeville,91292,True,Cur Essonne,1,3,2,8,8
31745,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.543107353781088, 48.68676317582502], [2.521284434975298, 48.68145163396329], [2.520710115823204, 48.69075885614258], [2.531076672373326, 48.69978570765512], [2.544309615345726, 48.69845182449565], [2.548997228878015, 48.689025271178245], [2.543107353781088, 48.68676317582502]]]}, 'properties': {'code': '91097', 'nom': 'Boussy-Saint-Antoine'}}",Boussy-Saint-Antoine,91097,True,Val d Yerres,11,6,1,8,8
31746,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.543107353781088, 48.68676317582502], [2.548997228878015, 48.689025271178245], [2.571660318442073, 48.69201409164602], [2.584074003883713, 48.67715383511248], [2.5475705913553197, 48.67177695195625], [2.543107353781088, 48.68676317582502]]]}, 'properties': {'code': '91631', 'nom': 'Varennes-Jarcy'}}",Varennes-Jarcy,91631,True,Val d Yerres,11,8,3,4,4
32269,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.147518629854383, 48.583779269644744], [2.146352572302604, 48.58710836281826], [2.159179074080468, 48.59982970452883], [2.142411925454261, 48.60998317440354], [2.1432328326543204, 48.620334036754166], [2.160241168256228, 48.62917183670895], [2.181789640372368, 48.63185851844057], [2.202022129426071, 48.62842458361314], [2.1845226935872746, 48.628036201651234], [2.1699452327312407, 48.60342256852876], [2.173462311405794, 48.587695533588324], [2.147518629854383, 48.583779269644744]]]}, 'properties': {'code': '91243', 'nom': 'Fontenay-lès-Briis'}}",Fontenay-lès-Briis,91243,True,Sud Hurepoix,8,6,4,6,4
32270,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.043787279615655, 48.33304913390594], [2.0618315653210164, 48.34351378085326], [2.072970737172452, 48.34020938559621], [2.109160536847461, 48.34538180129216], [2.101834811442807, 48.33174009319662], [2.1199679893962573, 48.327854297113774], [2.1187659231250597, 48.32389538067789], [2.1137168537022584, 48.30724786045628], [2.1061707949401898, 48.30763200644429], [2.081503651069427, 48.29360440985604], [2.052708364877964, 48.29547390947902], [2.0364760290667587, 48.29677352571318], [2.029278335358152, 48.3061085574255], [2.043787279615655, 48.33304913390594]]]}, 'properties': {'code': '91390', 'nom': 'Méréville'}}",Méréville,91390,True,PEPS,5,1,5,9,6
32271,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4081536715786553, 48.386849269772384], [2.409857033167684, 48.39876067494405], [2.4223585291709293, 48.40698236178267], [2.416290576127806, 48.415571566448854], [2.4239319078118373, 48.421240873290245], [2.450196279903263, 48.41585952602722], [2.4610926940931384, 48.42475327025847], [2.4904239842174745, 48.4262413718133], [2.505029386286944, 48.42985686018252], [2.517310537731096, 48.427685302406616], [2.527461927309532, 48.4157156753841], [2.5470599112039203, 48.40141540300857], [2.5216135704659886, 48.404932172570405], [2.502877934099781, 48.3929163646675], [2.4826289489207123, 48.395569271807595], [2.473831970926824, 48.390388855265016], [2.462118384503268, 48.398496439955714], [2.44206481091161, 48.38105774335866], [2.440382423879907, 48.37162095945482], [2.427873892841397, 48.363319919954925], [2.4096762614678098, 48.373946173383416], [2.4081536715786553, 48.386849269772384]]]}, 'properties': {'code': '91405', 'nom': 'Milly-la-Forêt'}}",Milly-la-Forêt,91405,True,Val d Essonne et des 2 Vallées,9,7,9,5,9
32272,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1560305993148856, 48.348280319158945], [2.156171538892291, 48.34706666386154], [2.13137506355887, 48.32342170626509], [2.1187659231250597, 48.32389538067789], [2.1199679893962573, 48.327854297113774], [2.1329794523344483, 48.36773725072999], [2.12919649687334, 48.37602306178147], [2.14754798717589, 48.377811977194575], [2.152642446912629, 48.36757357610334], [2.1458023982014, 48.3606671226743], [2.1560305993148856, 48.348280319158945]]]}, 'properties': {'code': '91544', 'nom': 'Saint-Cyr-la-Rivière'}}",Saint-Cyr-la-Rivière,91544,True,PEPS,5,1,9,4,6
32794,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.3538741054199024, 48.701781838880066], [2.3714556502684343, 48.707641368283], [2.3707067322771356, 48.720175922532974], [2.3853865405694417, 48.71913710504408], [2.4110137307140413, 48.726048210603885], [2.414260110402738, 48.71781621119754], [2.400579260004066, 48.70177381629322], [2.389918982964489, 48.69186154369031], [2.3596904856548475, 48.699537533316864], [2.3538741054199024, 48.701781838880066]]]}, 'properties': {'code': '91027', 'nom': 'Athis-Mons'}}",Athis-Mons,91027,True,Nord Essonne - Hygie,3,1,7,4,5
32795,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.439394862714953, 48.5770652315425], [2.442308114501314, 48.57719586324235], [2.456355385143855, 48.563866386727035], [2.469743673339735, 48.55603759586536], [2.465176547057712, 48.54147098158754], [2.4404514785453935, 48.54794214842936], [2.425165694674527, 48.544468824842525], [2.402787720052907, 48.56319572830586], [2.4222340480978164, 48.573222979020514], [2.439394862714953, 48.5770652315425]]]}, 'properties': {'code': '91386', 'nom': 'Mennecy'}}",Mennecy,91386,True,Val d Essonne et des 2 Vallées,9,6,9,8,7
33323,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.0441888695823502, 48.36072907807555], [2.0279924810936083, 48.36117315644689], [2.0159317114647304, 48.370044148696515], [1.994307878314195, 48.3822701652667], [2.001713279162818, 48.395603937502386], [2.022367831456806, 48.395758051199316], [2.050594168894207, 48.38510966658161], [2.0441888695823502, 48.36072907807555]]]}, 'properties': {'code': '91131', 'nom': 'Chalou-Moulineux'}}",Chalou-Moulineux,91131,True,PEPS,5,3,2,9,5
33324,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.138656349758428, 48.66510716928048], [2.1215918174232264, 48.68015755615423], [2.1415736648906964, 48.68593401983548], [2.1612889849724706, 48.675568037477184], [2.1640951347694126, 48.675057031592985], [2.1554390568395445, 48.65933537369006], [2.138656349758428, 48.66510716928048]]]}, 'properties': {'code': '91275', 'nom': 'Gometz-le-Châtel'}}",Gometz-le-Châtel,91275,True,Val d Yvette,12,2,9,2,0
33325,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1912696590168763, 48.66826423744232], [2.1954565975004243, 48.66887725311641], [2.2084402309889426, 48.66614869176662], [2.2402377304741283, 48.64509995042233], [2.248510890675267, 48.64560217799169], [2.2529304064878883, 48.63935126296116], [2.2254961258490313, 48.62857952739662], [2.2029727633850356, 48.6283769756652], [2.202022129426071, 48.62842458361314], [2.181789640372368, 48.63185851844057], [2.166261359294829, 48.64659190216705], [2.177108090322008, 48.655996791375564], [2.1912696590168763, 48.66826423744232]]]}, 'properties': {'code': '91363', 'nom': 'Marcoussis'}}",Marcoussis,91363,True,Val d Yvette,12,5,9,8,4
33326,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.235914963223853, 48.39729953046105], [2.243926079540103, 48.41331153973541], [2.2837558562250604, 48.41907382975992], [2.2887064177555128, 48.411807156177666], [2.2900053745545, 48.402683059969846], [2.274611466137738, 48.39612105326885], [2.267289625800714, 48.37183782631473], [2.258715758940394, 48.372720215294216], [2.2475678025107024, 48.38737830427704], [2.235914963223853, 48.39729953046105]]]}, 'properties': {'code': '91508', 'nom': 'Puiselet-le-Marais'}}",Puiselet-le-Marais,91508,True,PEPS,5,3,1,9,9
33327,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1064930610368373, 48.427776769672455], [2.0808195938267984, 48.43019877239503], [2.0633668588992475, 48.44306293278501], [2.078499451232458, 48.45765737475227], [2.109965107376185, 48.440677500002245], [2.1064930610368373, 48.427776769672455]]]}, 'properties': {'code': '91556', 'nom': 'Saint-Hilaire'}}",Saint-Hilaire,91556,True,PEPS,5,1,1,9,1
33836,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.43512555299728, 48.72408704113398], [2.4401275482012044, 48.725432799630624], [2.442842772946631, 48.72068742137275], [2.435773365408476, 48.7094200052428], [2.45474181742103, 48.6824791647946], [2.4449596934625144, 48.67880912485714], [2.425839414735737, 48.69572771294097], [2.400579260004066, 48.70177381629322], [2.414260110402738, 48.71781621119754], [2.43512555299728, 48.72408704113398]]]}, 'properties': {'code': '91657', 'nom': 'Vigneux-sur-Seine'}}",Vigneux-sur-Seine,91657,True,Val de Seine,13,7,7,7,8
34358,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.470017431720989, 48.52762102032377], [2.472349956478462, 48.54078336288102], [2.499315396030254, 48.54290602430603], [2.5108153254804235, 48.543115811992735], [2.497610531144255, 48.51723357648758], [2.4741230818587048, 48.5125709985394], [2.470017431720989, 48.52762102032377]]]}, 'properties': {'code': '91037', 'nom': 'Auvernaux'}}",Auvernaux,91037,True,Val d Essonne et des 2 Vallées,9,1,2,7,4
34359,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2770639523883918, 48.504671498482246], [2.307086472728099, 48.4999024309005], [2.349916694608648, 48.49770651822743], [2.352288421020651, 48.48979376405595], [2.346602093748158, 48.4866948815531], [2.3441606587253245, 48.47629963001473], [2.3161221549413944, 48.46303362198887], [2.304068646575952, 48.46717394733659], [2.300891496328719, 48.474136548145985], [2.2774911497266697, 48.48347873172417], [2.2705955145229324, 48.47915428291304], [2.2647785320628806, 48.481943297744856], [2.2770639523883918, 48.504671498482246]]]}, 'properties': {'code': '91129', 'nom': 'Cerny'}}",Cerny,91129,True,Val d Essonne et des 2 Vallées,9,6,1,2,6
34360,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.479129831914786, 48.495140643360614], [2.493858702340498, 48.490670246485436], [2.512085693654683, 48.49540650761688], [2.5101345060869398, 48.488381483605245], [2.5044390794965454, 48.479550572983875], [2.505938219893277, 48.46115938257383], [2.4996414030774567, 48.45905484822451], [2.483908020879413, 48.462082250893886], [2.4563558173236215, 48.476281469623935], [2.4450532910479774, 48.475437516282184], [2.436206435392208, 48.480298829873], [2.4498038280542347, 48.484338945705645], [2.468076476681505, 48.482631931331326], [2.479129831914786, 48.495140643360614]]]}, 'properties': {'code': '91599', 'nom': 'Soisy-sur-École'}}",Soisy-sur-École,91599,True,Val d Essonne et des 2 Vallées,9,4,2,9,0
34361,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.347631378257029, 48.55740961703829], [2.3626169513511956, 48.56540713736641], [2.383194196426869, 48.56630722601154], [2.390374937466352, 48.557222556612956], [2.3744439389743723, 48.5454092767546], [2.3722430731532813, 48.53686056354045], [2.357098994485879, 48.536815626497386], [2.3427560383190698, 48.55283088682573], [2.347631378257029, 48.55740961703829]]]}, 'properties': {'code': '91649', 'nom': 'Vert-le-Petit'}}",Vert-le-Petit,91649,True,Val d Essonne et des 2 Vallées,9,3,1,1,8
34362,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.275053970944429, 48.46299687942931], [2.262594157504228, 48.45055879888806], [2.24852868622901, 48.44964288848043], [2.248310958410982, 48.458242304815364], [2.231325747545272, 48.46816475106759], [2.2474001949971942, 48.47743517536409], [2.2647785320628806, 48.481943297744856], [2.2705955145229324, 48.47915428291304], [2.2667688980022924, 48.47120482101042], [2.275053970944429, 48.46299687942931]]]}, 'properties': {'code': '91671', 'nom': 'Villeneuve-sur-Auvers'}}",Villeneuve-sur-Auvers,91671,True,Val d Essonne et des 2 Vallées,9,5,9,5,4
34871,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.404570931636072, 48.53149435432243], [2.425165694674527, 48.544468824842525], [2.4404514785453935, 48.54794214842936], [2.465176547057712, 48.54147098158754], [2.472349956478462, 48.54078336288102], [2.470017431720989, 48.52762102032377], [2.444140032019637, 48.52080084196821], [2.413354175225756, 48.52488100617979], [2.404570931636072, 48.53149435432243]]]}, 'properties': {'code': '91159', 'nom': 'Chevannes'}}",Chevannes,91159,True,Val d Essonne et des 2 Vallées,9,6,0,0,1
34872,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4931740718168283, 48.68068784518585], [2.4640231432970254, 48.67285181169317], [2.45474181742103, 48.6824791647946], [2.435773365408476, 48.7094200052428], [2.442842772946631, 48.72068742137275], [2.451155180143074, 48.714879500634666], [2.465470289022864, 48.71197628643998], [2.476146486442768, 48.71128608427603], [2.4746215199974753, 48.69610820609987], [2.4822845371791535, 48.68986068010297], [2.4931740718168283, 48.68068784518585]]]}, 'properties': {'code': '91421', 'nom': 'Montgeron'}}",Montgeron,91421,True,Val de Seine,13,6,8,9,9
